code_departement,annee,type_local,pieces_cat,prix_m2_median,transactions
86,2021,Tous,Tous,1591.3978494623657,10225
87,2021,Appartement,Studio,4375.0,793
87,2021,Appartement,T2,2087.121212121212,914
87,2021,Appartement,T3,1600.0,779
87,2021,Appartement,T4,1431.25,471
87,2021,Appartement,T5+,1506.1728395061727,122
87,2021,Appartement,Tous,1869.782608695652,3094
87,2021,Maison,Studio,1620.0,210
87,2021,Maison,T2,1290.0,499
87,2021,Maison,T3,1388.888888888889,1430
87,2021,Maison,T4,1623.851887915179,2050
87,2021,Maison,T5+,1485.7142857142858,2231
87,2021,Maison,Tous,1500.0,6433
87,2021,Tous,Studio,2841.777777777778,1003
87,2021,Tous,T2,1785.7142857142858,1413
87,2021,Tous,T3,1471.698113207547,2209
87,2021,Tous,T4,1589.1472868217054,2521
87,2021,Tous,T5+,1486.3013698630136,2353
87,2021,Tous,Tous,1607.9545454545455,9527
88,2021,Appartement,Studio,2356.1755952380954,488
88,2021,Appartement,T2,1847.8818998716304,888
88,2021,Appartement,T3,1569.2307692307693,1094
88,2021,Appartement,T4,1185.8552631578946,578
88,2021,Appartement,T5+,1075.0,381
88,2021,Appartement,Tous,1512.5062611806798,3432
88,2021,Maison,Studio,2509.3333333333335,83
88,2021,Maison,T2,1355.357142857143,204
88,2021,Maison,T3,1312.9892676767677,840
88,2021,Maison,T4,1368.2648401826484,1364
88,2021,Maison,T5+,1322.902097902098,2658
88,2021,Maison,Tous,1337.44918699187,5156
88,2021,Tous,Studio,2392.8571428571427,571
88,2021,Tous,T2,1784.8711484593837,1092
88,2021,Tous,T3,1457.7380952380952,1934
88,2021,Tous,T4,1312.265037593985,1942
88,2021,Tous,T5+,1294.642857142857,3039
88,2021,Tous,Tous,1400.0,8588
89,2021,Appartement,Studio,2178.5714285714284,383
89,2021,Appartement,T2,2000.0,550
89,2021,Appartement,T3,1625.0,526
89,2021,Appartement,T4,1353.3834586466166,249
89,2021,Appartement,T5+,1434.3434343434344,71
89,2021,Appartement,Tous,1770.8494208494208,1786
89,2021,Maison,Studio,1868.421052631579,270
89,2021,Maison,T2,1395.3488372093022,735
89,2021,Maison,T3,1401.219512195122,1666
89,2021,Maison,T4,1473.6842105263158,1935
89,2021,Maison,T5+,1319.4444444444443,2370
89,2021,Maison,Tous,1391.304347826087,6993
89,2021,Tous,Studio,2083.3333333333335,653
89,2021,Tous,T2,1640.0,1285
89,2021,Tous,T3,1439.2732408834104,2192
89,2021,Tous,T4,1456.9428995179828,2184
89,2021,Tous,T5+,1325.0,2441
89,2021,Tous,Tous,1449.2753623188405,8779
90,2021,Appartement,Studio,2078.125,127
90,2021,Appartement,T2,1666.6666666666667,333
90,2021,Appartement,T3,1555.5555555555557,595
90,2021,Appartement,T4,1324.4112814895948,336
90,2021,Appartement,T5+,1412.5266524520257,154
90,2021,Appartement,Tous,1548.6725663716813,1547
90,2021,Maison,Studio,2500.0,15
90,2021,Maison,T2,2208.823529411765,27
90,2021,Maison,T3,1857.142857142857,131
90,2021,Maison,T4,1812.0805369127518,329
90,2021,Maison,T5+,1724.1379310344828,586
90,2021,Maison,Tous,1774.698795180723,1089
90,2021,Tous,Studio,2134.054054054054,142
90,2021,Tous,T2,1697.6470588235293,360
90,2021,Tous,T3,1623.0696127346164,726
90,2021,Tous,T4,1598.3333333333333,665
90,2021,Tous,T5+,1666.6666666666667,740
90,2021,Tous,Tous,1666.6666666666667,2636
91,2021,Appartement,Studio,4088.932806324111,1366
91,2021,Appartement,T2,3500.0,2594
91,2021,Appartement,T3,2952.5862068965516,3409
91,2021,Appartement,T4,2507.1443151663607,2036
91,2021,Appartement,T5+,2309.5238095238096,569
91,2021,Appartement,Tous,3119.0476190476193,9975
91,2021,Maison,Studio,6666.666666666667,141
91,2021,Maison,T2,4883.152173913044,536
91,2021,Maison,T3,4205.882352941177,1719
91,2021,Maison,T4,3623.3766233766232,3411
91,2021,Maison,T5+,3236.3520947947527,5328
91,2021,Maison,Tous,3508.7719298245615,11136
91,2021,Tous,Studio,4190.909090909091,1507
91,2021,Tous,T2,3631.5789473684213,3130
91,2021,Tous,T3,3333.3333333333335,5128
91,2021,Tous,T4,3265.3061224489797,5447
91,2021,Tous,T5+,3178.5714285714284,5897
91,2021,Tous,Tous,3355.844155844156,21111
92,2021,Appartement,Studio,7761.9047619047615,3191
92,2021,Appartement,T2,7332.051282051281,5642
92,2021,Appartement,T3,6900.169491525424,6383
92,2021,Appartement,T4,6768.115942028986,3507
92,2021,Appartement,T5+,7301.260940513277,1278
92,2021,Appartement,Tous,7175.0,20012
92,2021,Maison,Studio,9264.70588235294,31
92,2021,Maison,T2,9166.442566510173,124
92,2021,Maison,T3,9109.09090909091,549
92,2021,Maison,T4,8326.98799699925,788
92,2021,Maison,T5+,7946.808510638298,1661
92,2021,Maison,Tous,8292.682926829268,3155
92,2021,Tous,Studio,7772.727272727273,3222
92,2021,Tous,T2,7351.969696969697,5766
92,2021,Tous,T3,7017.543859649123,6932
92,2021,Tous,T4,7030.30303030303,4295
92,2021,Tous,T5+,7712.765957446809,2939
92,2021,Tous,Tous,7300.0,23167
93,2021,Appartement,Studio,5172.413793103448,1895
93,2021,Appartement,T2,4565.217391304348,4094
93,2021,Appartement,T3,3834.474885844749,3918
93,2021,Appartement,T4,3136.2221069019197,1986
93,2021,Appartement,T5+,2711.6368286445013,432
93,2021,Appartement,Tous,4185.0,12333
93,2021,Maison,Studio,7718.75,109
93,2021,Maison,T2,5711.309523809524,502
93,2021,Maison,T3,4756.081438392384,1504
93,2021,Maison,T4,4055.5555555555557,1913
93,2021,Maison,T5+,3602.7631578947367,1829
93,2021,Maison,Tous,4206.349206349207,5859
93,2021,Tous,Studio,5267.942583732058,2004
93,2021,Tous,T2,4704.545454545455,4596
93,2021,Tous,T3,4178.4411276948595,5422
93,2021,Tous,T4,3665.068493150685,3899
93,2021,Tous,T5+,3511.6279069767443,2261
93,2021,Tous,Tous,4193.548387096775,18192
94,2021,Appartement,Studio,6235.294117647059,2009
94,2021,Appartement,T2,5526.315789473684,4092
94,2021,Appartement,T3,4771.048245614035,4848
94,2021,Appartement,T4,4118.421052631579,2625
94,2021,Appartement,T5+,4130.434782608696,641
94,2021,Appartement,Tous,5092.105263157895,14221
94,2021,Maison,Studio,11111.111111111111,79
94,2021,Maison,T2,7678.571428571428,309
94,2021,Maison,T3,6363.636363636364,1027
94,2021,Maison,T4,5280.732710871973,1542
94,2021,Maison,T5+,4705.566037735849,2091
94,2021,Maison,Tous,5392.523364485981,5049
94,2021,Tous,Studio,6299.232736572891,2088
94,2021,Tous,T2,5646.938775510204,4401
94,2021,Tous,T3,5015.873015873016,5875
94,2021,Tous,T4,4553.846153846154,4167
94,2021,Tous,T5+,4628.38759001677,2732
94,2021,Tous,Tous,5159.025846702318,19270
95,2021,Appartement,Studio,4336.534666666666,1202
95,2021,Appartement,T2,3763.157894736842,2433
95,2021,Appartement,T3,3200.0,3120
95,2021,Appartement,T4,2888.9744718309857,2070
95,2021,Appartement,T5+,2618.9655172413795,429
95,2021,Appartement,Tous,3394.216833890747,9262
95,2021,Maison,Studio,6603.448275862069,125
95,2021,Maison,T2,5000.0,467
95,2021,Maison,T3,4358.571428571428,1584
95,2021,Maison,T4,3851.3513513513512,2951
95,2021,Maison,T5+,3421.551724137931,4209
95,2021,Maison,Tous,3740.2597402597403,9338
95,2021,Tous,Studio,4400.0,1327
95,2021,Tous,T2,3878.0311942959006,2900
95,2021,Tous,T3,3500.0,4704
95,2021,Tous,T4,3464.285714285714,5021
95,2021,Tous,T5+,3370.6313536650614,4638
95,2021,Tous,Tous,3571.4285714285716,18600
971,2021,Appartement,Studio,3934.4827586206898,271
971,2021,Appartement,T2,3228.5024154589373,418
971,2021,Appartement,T3,2708.3333333333335,469
971,2021,Appartement,T4,2314.814814814815,225
971,2021,Appartement,T5+,1387.0967741935483,37
971,2021,Appartement,Tous,2971.217105263158,1424
971,2021,Maison,Studio,6316.25,96
971,2021,Maison,T2,5749.824786324786,80
971,2021,Maison,T3,2987.012987012987,350
971,2021,Maison,T4,2916.6666666666665,527
971,2021,Maison,T5+,2761.194029850746,303
971,2021,Maison,Tous,3106.3265002970884,1358
971,2021,Tous,Studio,4571.428571428572,367
971,2021,Tous,T2,3396.4285714285716,498
971,2021,Tous,T3,2841.0526315789475,819
971,2021,Tous,T4,2675.163576881134,752
971,2021,Tous,T5+,2599.7298156389065,340
971,2021,Tous,Tous,3024.1279069767443,2782
972,2021,Appartement,Studio,3500.0,184
972,2021,Appartement,T2,3300.0,463
972,2021,Appartement,T3,3163.6363636363635,543
972,2021,Appartement,T4,2784.2818945760123,300
972,2021,Appartement,T5+,2303.846153846154,60
972,2021,Appartement,Tous,3125.0,1550
972,2021,Maison,Studio,4666.666666666667,21
972,2021,Maison,T2,3181.818181818182,87
972,2021,Maison,T3,2700.0,259
972,2021,Maison,T4,2808.9887640449438,493
972,2021,Maison,T5+,2559.5652173913045,320
972,2021,Maison,Tous,2733.3333333333335,1187
972,2021,Tous,Studio,3576.923076923077,205
972,2021,Tous,T2,3277.992277992278,550
972,2021,Tous,T3,2983.6021505376348,802
972,2021,Tous,T4,2800.0,793
972,2021,Tous,T5+,2510.6382978723404,380
972,2021,Tous,Tous,2950.0,2737
973,2021,Appartement,Studio,3304.3478260869565,81
973,2021,Appartement,T2,2972.972972972973,203
973,2021,Appartement,T3,2807.0175438596493,203
973,2021,Appartement,T4,2458.436724565757,56
973,2021,Appartement,T5+,8796.296296296296,9
973,2021,Appartement,Tous,2952.6656184486374,552
973,2021,Maison,Studio,2291.6666666666665,29
973,2021,Maison,T2,3059.809027777778,58
973,2021,Maison,T3,2722.9015201586253,130
973,2021,Maison,T4,2600.0,299
973,2021,Maison,T5+,2333.3333333333335,178
973,2021,Maison,Tous,2500.0,695
973,2021,Tous,Studio,3304.3478260869565,110
973,2021,Tous,T2,3000.0,261
973,2021,Tous,T3,2761.5454545454545,333
973,2021,Tous,T4,2577.319587628866,355
973,2021,Tous,T5+,2333.3333333333335,187
973,2021,Tous,Tous,2675.6329113924053,1247
974,2021,Appartement,Studio,2400.0,702
974,2021,Appartement,T2,2380.9523809523807,1170
974,2021,Appartement,T3,2546.4420485175206,930
974,2021,Appartement,T4,2672.7995369477135,454
974,2021,Appartement,T5+,2446.808510638298,111
974,2021,Appartement,Tous,2463.8840579710145,3370
974,2021,Maison,Studio,3618.0,55
974,2021,Maison,T2,3194.4444444444443,229
974,2021,Maison,T3,2516.6666666666665,871
974,2021,Maison,T4,2615.7001807815323,1700
974,2021,Maison,T5+,2478.7581699346406,1212
974,2021,Maison,Tous,2569.252154573255,4070
974,2021,Tous,Studio,2434.782608695652,757
974,2021,Tous,T2,2455.4857142857145,1399
974,2021,Tous,T3,2527.576470588235,1801
974,2021,Tous,T4,2627.9239766081873,2154
974,2021,Tous,T5+,2477.124183006536,1323
974,2021,Tous,Tous,2515.11691633175,7440
01,2022,Appartement,Studio,4108.108108108108,561
01,2022,Appartement,T2,3189.655172413793,1232
01,2022,Appartement,T3,2957.7464788732395,1591
01,2022,Appartement,T4,2527.760922330097,982
01,2022,Appartement,T5+,2480.0,339
01,2022,Appartement,Tous,2994.8255,4714
01,2022,Maison,Studio,2619.0476190476193,131
01,2022,Maison,T2,2314.952153110048,418
01,2022,Maison,T3,2380.9523809523807,1206
01,2022,Maison,T4,2742.021276595745,2479
01,2022,Maison,T5+,2678.2608695652175,3107
01,2022,Maison,Tous,2650.0,7346
01,2022,Tous,Studio,3846.153846153846,692
01,2022,Tous,T2,2927.7003484320558,1650
01,2022,Tous,T3,2666.6666666666665,2797
01,2022,Tous,T4,2720.9302325581393,3461
01,2022,Tous,T5+,2666.6666666666665,3446
01,2022,Tous,Tous,2735.042735042735,12060
02,2022,Appartement,Studio,4937.884615384615,356
02,2022,Appartement,T2,3125.0,591
02,2022,Appartement,T3,1676.0446343779677,498
02,2022,Appartement,T4,1388.888888888889,185
02,2022,Appartement,T5+,1540.315106580167,78
02,2022,Appartement,Tous,2308.823529411765,1725
02,2022,Maison,Studio,1345.7317073170732,158
02,2022,Maison,T2,1320.436507936508,564
02,2022,Maison,T3,1315.3846153846155,1613
02,2022,Maison,T4,1400.0,2269
02,2022,Maison,T5+,1382.1656050955414,3083
02,2022,Maison,Tous,1368.9898289412854,7690
02,2022,Tous,Studio,3222.9102167182664,514
02,2022,Tous,T2,1763.6363636363637,1155
02,2022,Tous,T3,1382.608695652174,2111
02,2022,Tous,T4,1400.0,2454
02,2022,Tous,T5+,1385.5421686746988,3161
02,2022,Tous,Tous,1433.3333333333333,9415
03,2022,Appartement,Studio,3371.4285714285716,611
03,2022,Appartement,T2,2233.6879432624114,872
03,2022,Appartement,T3,1616.5158371040725,936
03,2022,Appartement,T4,1278.525641025641,448
03,2022,Appartement,T5+,1259.6938775510205,127
03,2022,Appartement,Tous,1860.9364435429343,3002
03,2022,Maison,Studio,1600.0,267
03,2022,Maison,T2,1170.0680272108843,586
03,2022,Maison,T3,1199.888392857143,1452
03,2022,Maison,T4,1347.0894308943089,1918
03,2022,Maison,T5+,1337.6209777483664,1998
03,2022,Maison,Tous,1309.090909090909,6227
03,2022,Tous,Studio,2471.7,878
03,2022,Tous,T2,1644.5112781954886,1458
03,2022,Tous,T3,1342.857142857143,2388
03,2022,Tous,T4,1335.8024691358025,2366
03,2022,Tous,T5+,1337.5796178343949,2125
03,2022,Tous,Tous,1415.0943396226414,9229
04,2022,Appartement,Studio,2304.285714285714,744
04,2022,Appartement,T2,2452.72952853598,652
04,2022,Appartement,T3,2294.1176470588234,621
04,2022,Appartement,T4,1829.2682926829268,339
04,2022,Appartement,T5+,2018.348623853211,83
04,2022,Appartement,Tous,2264.705882352941,2451
04,2022,Maison,Studio,2636.3636363636365,136
04,2022,Maison,T2,2562.051282051282,290
04,2022,Maison,T3,2639.4736842105262,645
04,2022,Maison,T4,2677.165354330709,762
04,2022,Maison,T5+,2417.5438596491226,675
04,2022,Maison,Tous,2600.595238095238,2510
04,2022,Tous,Studio,2325.5434782608695,880
04,2022,Tous,T2,2492.7777777777774,942
04,2022,Tous,T3,2469.135802469136,1266
04,2022,Tous,T4,2500.0,1101
04,2022,Tous,T5+,2395.4326923076924,758
04,2022,Tous,Tous,2442.1052631578946,4961
05,2022,Appartement,Studio,2708.3333333333335,907
05,2022,Appartement,T2,2967.7419354838707,1035
05,2022,Appartement,T3,2500.0,846
05,2022,Appartement,T4,2300.6849315068494,381
05,2022,Appartement,T5+,2500.0,115
05,2022,Appartement,Tous,2681.5731707317073,3289
05,2022,Maison,Studio,2535.714285714286,64
05,2022,Maison,T2,2400.0,164
05,2022,Maison,T3,2520.0,303
05,2022,Maison,T4,2896.6666666666665,421
05,2022,Maison,T5+,2669.2049561177078,446
05,2022,Maison,Tous,2675.0,1401
05,2022,Tous,Studio,2692.3076923076924,971
05,2022,Tous,T2,2946.0526315789475,1199
05,2022,Tous,T3,2500.0,1149
05,2022,Tous,T4,2583.875,802
05,2022,Tous,T5+,2650.306748466258,561
05,2022,Tous,Tous,2680.072299651568,4690
06,2022,Appartement,Studio,5000.0,6095
06,2022,Appartement,T2,4659.090909090909,9489
06,2022,Appartement,T3,4379.3650793650795,8275
06,2022,Appartement,T4,4268.292682926829,3023
06,2022,Appartement,T5+,4375.0,802
06,2022,Appartement,Tous,4614.878671775224,27716
06,2022,Maison,Studio,5500.0,232
06,2022,Maison,T2,5099.019607843137,532
06,2022,Maison,T3,5454.545454545455,1327
06,2022,Maison,T4,5339.411764705882,2249
06,2022,Maison,T5+,5614.187661943877,3048
06,2022,Maison,Tous,5454.545454545455,7401
06,2022,Tous,Studio,5000.0,6327
06,2022,Tous,T2,4666.666666666667,10021
06,2022,Tous,T3,4484.5825426944975,9602
06,2022,Tous,T4,4794.3292394898435,5272
06,2022,Tous,T5+,5320.714285714286,3850
06,2022,Tous,Tous,4767.441860465116,35117
07,2022,Appartement,Studio,4173.0,369
07,2022,Appartement,T2,2500.0,662
07,2022,Appartement,T3,2123.0247879973904,820
07,2022,Appartement,T4,1650.0,437
07,2022,Appartement,T5+,1511.4196872778962,162
07,2022,Appartement,Tous,2162.162162162162,2459
07,2022,Maison,Studio,2333.3333333333335,241
07,2022,Maison,T2,2200.0,537
07,2022,Maison,T3,2168.6746987951806,1067
07,2022,Maison,T4,2338.395061728395,1519
07,2022,Maison,T5+,2131.8897637795276,1437
07,2022,Maison,Tous,2223.404255319149,4823
07,2022,Tous,Studio,3243.5185185185182,610
07,2022,Tous,T2,2385.4166666666665,1199
07,2022,Tous,T3,2151.8987341772154,1887
07,2022,Tous,T4,2200.0,1956
07,2022,Tous,T5+,2070.0,1599
07,2022,Tous,Tous,2205.8823529411766,7282
08,2022,Appartement,Studio,3396.212910986367,240
08,2022,Appartement,T2,2336.021505376344,454
08,2022,Appartement,T3,1586.2068965517242,555
08,2022,Appartement,T4,1484.8484848484848,265
08,2022,Appartement,T5+,1147.5409836065573,97
08,2022,Appartement,Tous,1787.1218487394958,1614
08,2022,Maison,Studio,1156.25,106
08,2022,Maison,T2,1166.6666666666667,230
08,2022,Maison,T3,1141.304347826087,747
08,2022,Maison,T4,1373.8317757009345,951
08,2022,Maison,T5+,1303.5344572611652,1204
08,2022,Maison,Tous,1272.7272727272727,3242
08,2022,Tous,Studio,2378.442171518489,346
08,2022,Tous,T2,1592.3295454545455,684
08,2022,Tous,T3,1259.9551687763715,1302
08,2022,Tous,T4,1385.0787766450417,1216
08,2022,Tous,T5+,1298.5507246376812,1301
08,2022,Tous,Tous,1373.974711379879,4856
09,2022,Appartement,Studio,2698.2608695652175,217
09,2022,Appartement,T2,2142.8571428571427,333
09,2022,Appartement,T3,1780.5194805194806,326
09,2022,Appartement,T4,1334.2465753424658,113
09,2022,Appartement,T5+,1222.740629994329,40
09,2022,Appartement,Tous,1933.3333333333333,1032
09,2022,Maison,Studio,1488.888888888889,144
09,2022,Maison,T2,1594.2028985507247,345
09,2022,Maison,T3,1588.888888888889,683
09,2022,Maison,T4,1707.5911208550287,986
09,2022,Maison,T5+,1475.4976775049768,952
09,2022,Maison,Tous,1600.0,3124
09,2022,Tous,Studio,2204.3529411764707,361
09,2022,Tous,T2,1863.6446886446888,678
09,2022,Tous,T3,1625.0,1009
09,2022,Tous,T4,1683.6734693877552,1099
09,2022,Tous,T5+,1470.5882352941176,992
09,2022,Tous,Tous,1663.7824675324675,4156
10,2022,Appartement,Studio,2805.7544757033247,458
10,2022,Appartement,T2,2063.8297872340427,715
10,2022,Appartement,T3,1679.4871794871794,635
10,2022,Appartement,T4,1465.1529868868383,386
10,2022,Appartement,T5+,1427.4944567627495,110
10,2022,Appartement,Tous,1889.3263342082241,2306
10,2022,Maison,Studio,1600.0,115
10,2022,Maison,T2,1559.0277777777778,298
10,2022,Maison,T3,1594.3,765
10,2022,Maison,T4,1673.5272498162344,1208
10,2022,Maison,T5+,1530.3030303030303,1423
10,2022,Maison,Tous,1594.3396226415093,3827
10,2022,Tous,Studio,2544.1153846153848,573
10,2022,Tous,T2,1950.0,1013
10,2022,Tous,T3,1631.3285024154588,1400
10,2022,Tous,T4,1605.2860372109199,1594
10,2022,Tous,T5+,1512.396694214876,1533
10,2022,Tous,Tous,1685.0980392156862,6133
11,2022,Appartement,Studio,3166.206896551724,646
11,2022,Appartement,T2,2705.606060606061,1604
11,2022,Appartement,T3,2292.385057471264,1142
11,2022,Appartement,T4,2151.7676767676767,424
11,2022,Appartement,T5+,1759.7765363128492,149
11,2022,Appartement,Tous,2568.0851063829787,3979
11,2022,Maison,Studio,1960.2867105772957,228
11,2022,Maison,T2,2198.051948051948,748
11,2022,Maison,T3,1882.3529411764705,1744
11,2022,Maison,T4,2027.625,2594
11,2022,Maison,T5+,1709.6511627906975,2282
11,2022,Maison,Tous,1888.4615384615386,7605
11,2022,Tous,Studio,2893.1681681681684,874
11,2022,Tous,T2,2614.1439205955335,2352
11,2022,Tous,T3,2038.4954751131222,2886
11,2022,Tous,T4,2033.5481974921631,3018
11,2022,Tous,T5+,1718.2926829268292,2431
11,2022,Tous,Tous,2061.257406188282,11584
12,2022,Appartement,Studio,2807.6923076923076,331
12,2022,Appartement,T2,2288.8888888888887,767
12,2022,Appartement,T3,1965.5172413793102,717
12,2022,Appartement,T4,1754.3719032352083,378
12,2022,Appartement,T5+,1535.1006381934217,138
12,2022,Appartement,Tous,2066.6666666666665,2341
12,2022,Maison,Studio,1600.0,211
12,2022,Maison,T2,1551.3626834381553,394
12,2022,Maison,T3,1437.5,863
12,2022,Maison,T4,1651.7857142857142,1182
12,2022,Maison,T5+,1517.5182481751824,1189
12,2022,Maison,Tous,1545.4545454545455,3860
12,2022,Tous,Studio,2313.1837606837607,542
12,2022,Tous,T2,2083.3333333333335,1161
12,2022,Tous,T3,1696.024193548387,1580
12,2022,Tous,T4,1674.3250487329433,1560
12,2022,Tous,T5+,1517.8947368421052,1327
12,2022,Tous,Tous,1728.2608695652175,6201
13,2022,Appartement,Studio,4500.0,4198
13,2022,Appartement,T2,3936.1702127659573,7066
13,2022,Appartement,T3,3384.271978021978,9038
13,2022,Appartement,T4,2906.9767441860463,4919
13,2022,Appartement,T5+,3181.818181818182,1338
13,2022,Appartement,Tous,3573.2432432432433,26599
13,2022,Maison,Studio,6545.454545454545,295
13,2022,Maison,T2,5230.7692307692305,807
13,2022,Maison,T3,4564.204545454545,2471
13,2022,Maison,T4,4296.2962962962965,4605
13,2022,Maison,T5+,4365.079365079365,4213
13,2022,Maison,Tous,4419.767441860465,12399
13,2022,Tous,Studio,4555.555555555556,4493
13,2022,Tous,T2,4016.6666666666665,7873
13,2022,Tous,T3,3590.0,11509
13,2022,Tous,T4,3660.645792563601,9524
13,2022,Tous,T5+,4137.931034482759,5551
13,2022,Tous,Tous,3857.1428571428573,38998
14,2022,Appartement,Studio,3910.3703703703704,1347
14,2022,Appartement,T2,3658.5365853658536,2627
14,2022,Appartement,T3,2972.972972972973,1679
14,2022,Appartement,T4,2514.8529411764707,667
14,2022,Appartement,T5+,2457.4113363581364,248
14,2022,Appartement,Tous,3388.8888888888887,6574
14,2022,Maison,Studio,3711.5384615384614,271
14,2022,Maison,T2,2833.3333333333335,767
14,2022,Maison,T3,2614.754098360656,2148
14,2022,Maison,T4,2386.3636363636365,3462
14,2022,Maison,T5+,2364.3410852713178,5251
14,2022,Maison,Tous,2437.1242878921607,11906
14,2022,Tous,Studio,3900.0,1618
14,2022,Tous,T2,3513.5135135135133,3394
14,2022,Tous,T3,2757.8947368421054,3827
14,2022,Tous,T4,2403.2258064516127,4129
14,2022,Tous,T5+,2368.7428571428572,5499
14,2022,Tous,Tous,2708.4860883797055,18480
15,2022,Appartement,Studio,2744.285714285714,236
15,2022,Appartement,T2,1714.2857142857142,352
15,2022,Appartement,T3,1490.21875,324
15,2022,Appartement,T4,1428.03738317757,199
15,2022,Appartement,T5+,1143.947655398037,72
15,2022,Appartement,Tous,1611.6,1187
15,2022,Maison,Studio,1382.9545454545455,120
15,2022,Maison,T2,1333.3333333333333,224
15,2022,Maison,T3,1379.3103448275863,417
15,2022,Maison,T4,1562.5,647
15,2022,Maison,T5+,1338.068181818182,708
15,2022,Maison,Tous,1398.0869338885996,2122
15,2022,Tous,Studio,2151.5151515151515,356
15,2022,Tous,T2,1605.5555555555557,576
15,2022,Tous,T3,1420.0,741
15,2022,Tous,T4,1517.5733077555494,846
15,2022,Tous,T5+,1299.23273657289,780
15,2022,Tous,Tous,1472.7272727272727,3309
16,2022,Appartement,Studio,5995.085995085995,328
16,2022,Appartement,T2,2576.3369752731455,486
16,2022,Appartement,T3,1720.486111111111,348
16,2022,Appartement,T4,1592.857142857143,117
16,2022,Appartement,T5+,1488.095238095238,34
16,2022,Appartement,Tous,2386.3636363636365,1323
16,2022,Maison,Studio,1693.979933110368,270
16,2022,Maison,T2,1500.0,675
16,2022,Maison,T3,1474.3589743589744,1684
16,2022,Maison,T4,1578.9473684210527,2651
16,2022,Maison,T5+,1490.4396541225187,2464
16,2022,Maison,Tous,1527.3619427811045,7760
16,2022,Tous,Studio,2727.2727272727275,598
16,2022,Tous,T2,1886.3636363636363,1161
16,2022,Tous,T3,1537.5292654375185,2032
16,2022,Tous,T4,1578.9473684210527,2768
16,2022,Tous,T5+,1490.4396541225187,2498
16,2022,Tous,Tous,1593.75,9083
17,2022,Appartement,Studio,5279.513888888889,926
17,2022,Appartement,T2,4425.925925925926,1543
17,2022,Appartement,T3,3620.689655172414,1077
17,2022,Appartement,T4,3038.589015151515,420
17,2022,Appartement,T5+,2668.75,107
17,2022,Appartement,Tous,4187.767094017094,4078
17,2022,Maison,Studio,3729.8387096774195,486
17,2022,Maison,T2,3428.5714285714284,1241
17,2022,Maison,T3,2756.4102564102564,3143
17,2022,Maison,T4,2571.4285714285716,5044
17,2022,Maison,T5+,2340.3069306930693,4271
17,2022,Maison,Tous,2597.4025974025976,14219
17,2022,Tous,Studio,4914.589665653495,1412
17,2022,Tous,T2,4098.425925925926,2784
17,2022,Tous,T3,3013.9921722113504,4220
17,2022,Tous,T4,2600.0,5464
17,2022,Tous,T5+,2346.938775510204,4378
17,2022,Tous,Tous,2878.787878787879,18297
18,2022,Appartement,Studio,3166.6666666666665,359
18,2022,Appartement,T2,1977.2609819121449,596
18,2022,Appartement,T3,1531.25,457
18,2022,Appartement,T4,1309.090909090909,195
18,2022,Appartement,T5+,1395.3488372093022,53
18,2022,Appartement,Tous,1833.3333333333333,1663
18,2022,Maison,Studio,1351.3513513513512,255
18,2022,Maison,T2,1165.6964656964656,636
18,2022,Maison,T3,1250.0,1256
18,2022,Maison,T4,1355.2973816542396,1878
18,2022,Maison,T5+,1336.6336633663366,1801
18,2022,Maison,Tous,1309.5238095238096,5837
18,2022,Tous,Studio,2214.55938697318,614
18,2022,Tous,T2,1562.5,1232
18,2022,Tous,T3,1292.3076923076924,1713
18,2022,Tous,T4,1353.3834586466166,2073
18,2022,Tous,T5+,1338.9001577642553,1854
18,2022,Tous,Tous,1388.888888888889,7500
19,2022,Appartement,Studio,3925.8241758241757,298
19,2022,Appartement,T2,1828.5714285714287,545
19,2022,Appartement,T3,1796.2962962962963,564
19,2022,Appartement,T4,1528.5308641975307,270
19,2022,Appartement,T5+,1494.2528735632184,89
19,2022,Appartement,Tous,1857.142857142857,1767
19,2022,Maison,Studio,1471.025641025641,169
19,2022,Maison,T2,1538.4615384615386,386
19,2022,Maison,T3,1525.5754475703325,1022
19,2022,Maison,T4,1567.9012345679012,1497
19,2022,Maison,T5+,1423.0713033313853,1492
19,2022,Maison,Tous,1507.2115384615386,4573
19,2022,Tous,Studio,2631.5789473684213,467
19,2022,Tous,T2,1754.3859649122808,931
19,2022,Tous,T3,1616.2337662337663,1586
19,2022,Tous,T4,1564.2458100558658,1767
19,2022,Tous,T5+,1426.7857142857142,1581
19,2022,Tous,Tous,1590.6352683461118,6340
21,2022,Appartement,Studio,3313.4502923976606,1074
21,2022,Appartement,T2,2925.0,1633
21,2022,Appartement,T3,2535.714285714286,1671
21,2022,Appartement,T4,2226.4957264957266,1060
21,2022,Appartement,T5+,2028.8993362831857,330
21,2022,Appartement,Tous,2692.8571428571427,5777
21,2022,Maison,Studio,2500.0,167
21,2022,Maison,T2,1707.3170731707316,471
21,2022,Maison,T3,1876.7523364485983,956
21,2022,Maison,T4,2295.825037332006,1654
21,2022,Maison,T5+,2193.75,2279
21,2022,Maison,Tous,2138.8888888888887,5538
21,2022,Tous,Studio,3277.777777777778,1241
21,2022,Tous,T2,2775.252525252525,2104
21,2022,Tous,T3,2338.128205128205,2627
21,2022,Tous,T4,2266.4502164502164,2714
21,2022,Tous,T5+,2173.913043478261,2609
21,2022,Tous,Tous,2456.1403508771928,11315
