code_departement,annee,type_local,pieces_cat,prix_m2_median,transactions
03,2023,Maison,T4,1332.5242718446602,1551
03,2023,Maison,T5+,1268.8442211055276,1524
03,2023,Maison,Tous,1276.7857142857142,5083
03,2023,Tous,Studio,2375.0,717
03,2023,Tous,T2,1594.3987465726595,1322
03,2023,Tous,T3,1304.3478260869565,2037
03,2023,Tous,T4,1333.3333333333333,1951
03,2023,Tous,T5+,1276.4492753623188,1629
03,2023,Tous,Tous,1400.0,7671
04,2023,Appartement,Studio,2600.0,645
04,2023,Appartement,T2,2534.4827586206898,583
04,2023,Appartement,T3,2250.0,475
04,2023,Appartement,T4,1855.6701030927834,253
04,2023,Appartement,T5+,1692.876712328767,75
04,2023,Appartement,Tous,2399.6,2037
04,2023,Maison,Studio,2711.864406779661,113
04,2023,Maison,T2,2347.8260869565215,191
04,2023,Maison,T3,2692.3076923076924,517
04,2023,Maison,T4,2770.2702702702704,581
04,2023,Maison,T5+,2465.789095831966,510
04,2023,Maison,Tous,2647.418300653595,1916
04,2023,Tous,Studio,2621.2,758
04,2023,Tous,T2,2500.0,774
04,2023,Tous,T3,2500.0,992
04,2023,Tous,T4,2536.7595818815334,834
04,2023,Tous,T5+,2378.640776699029,585
04,2023,Tous,Tous,2506.315789473684,3953
05,2023,Appartement,Studio,2814.760348583878,724
05,2023,Appartement,T2,3061.2244897959185,859
05,2023,Appartement,T3,2934.848484848485,592
05,2023,Appartement,T4,2388.235294117647,327
05,2023,Appartement,T5+,2595.902731512325,96
05,2023,Appartement,Tous,2857.1428571428573,2603
05,2023,Maison,Studio,3132.5454545454545,51
05,2023,Maison,T2,3504.1935483870966,150
05,2023,Maison,T3,3042.1495956873314,240
05,2023,Maison,T4,3053.5714285714284,337
05,2023,Maison,T5+,2791.9491525423728,323
05,2023,Maison,Tous,2973.2824427480914,1105
05,2023,Tous,Studio,2815.5555555555557,775
05,2023,Tous,T2,3088.235294117647,1009
05,2023,Tous,T3,2964.728234728235,832
05,2023,Tous,T4,2703.550932568149,664
05,2023,Tous,T5+,2758.046875,419
05,2023,Tous,Tous,2890.625,3708
06,2023,Appartement,Studio,5208.333333333333,5415
06,2023,Appartement,T2,4853.777777777777,7761
06,2023,Appartement,T3,4571.428571428572,6743
06,2023,Appartement,T4,4391.240063593004,2468
06,2023,Appartement,T5+,4777.070063694267,637
06,2023,Appartement,Tous,4814.814814814815,23047
06,2023,Maison,Studio,4921.428571428572,189
06,2023,Maison,T2,5172.413793103448,492
06,2023,Maison,T3,5663.888888888889,1146
06,2023,Maison,T4,5539.080459770115,1755
06,2023,Maison,T5+,5778.37037037037,2123
06,2023,Maison,Tous,5610.236220472441,5713
06,2023,Tous,Studio,5206.896551724138,5604
06,2023,Tous,T2,4864.864864864865,8253
06,2023,Tous,T3,4680.851063829788,7889
06,2023,Tous,T4,4894.736842105263,4223
06,2023,Tous,T5+,5595.814546748932,2760
06,2023,Tous,Tous,4955.7522123893805,28760
07,2023,Appartement,Studio,3666.6666666666665,304
07,2023,Appartement,T2,2674.4186046511627,557
07,2023,Appartement,T3,1884.5640120967741,608
07,2023,Appartement,T4,1666.6666666666667,355
07,2023,Appartement,T5+,1504.2372881355932,125
07,2023,Appartement,Tous,2066.6666666666665,1961
07,2023,Maison,Studio,2208.3333333333335,199
07,2023,Maison,T2,2261.2820512820513,384
07,2023,Maison,T3,2229.777777777778,841
07,2023,Maison,T4,2372.282608695652,1124
07,2023,Maison,T5+,2113.051851851852,1105
07,2023,Maison,Tous,2237.5,3671
07,2023,Tous,Studio,2975.8333333333335,503
07,2023,Tous,T2,2462.962962962963,941
07,2023,Tous,T3,2089.5522388059703,1449
07,2023,Tous,T4,2202.3809523809523,1479
07,2023,Tous,T5+,2082.2072072072074,1230
07,2023,Tous,Tous,2187.382075471698,5632
08,2023,Appartement,Studio,1915.7608695652175,186
08,2023,Appartement,T2,2088.235294117647,351
08,2023,Appartement,T3,1651.086956521739,426
08,2023,Appartement,T4,1343.076923076923,212
08,2023,Appartement,T5+,1337.2564935064934,72
08,2023,Appartement,Tous,1684.2105263157894,1247
08,2023,Maison,Studio,1454.5454545454545,85
08,2023,Maison,T2,1188.6792452830189,209
08,2023,Maison,T3,1230.7692307692307,640
08,2023,Maison,T4,1381.578947368421,947
08,2023,Maison,T5+,1330.357142857143,1066
08,2023,Maison,Tous,1317.6930596285436,2952
08,2023,Tous,Studio,1727.2727272727273,271
08,2023,Tous,T2,1620.1923076923076,560
08,2023,Tous,T3,1340.3745644599303,1066
08,2023,Tous,T4,1379.3103448275863,1159
08,2023,Tous,T5+,1331.845238095238,1138
08,2023,Tous,Tous,1384.6153846153845,4199
09,2023,Appartement,Studio,2591.7391304347825,197
09,2023,Appartement,T2,1850.5263157894738,263
09,2023,Appartement,T3,1767.123287671233,233
09,2023,Appartement,T4,1418.918918918919,93
09,2023,Appartement,T5+,1091.3729128014843,34
09,2023,Appartement,Tous,1877.9545454545455,822
09,2023,Maison,Studio,1499.6693121693122,132
09,2023,Maison,T2,1453.7698412698412,284
09,2023,Maison,T3,1613.8095238095239,586
09,2023,Maison,T4,1730.1587301587301,821
09,2023,Maison,T5+,1500.0,663
09,2023,Maison,Tous,1616.5525114155253,2496
09,2023,Tous,Studio,2142.8571428571427,329
09,2023,Tous,T2,1725.0,547
09,2023,Tous,T3,1647.887323943662,819
09,2023,Tous,T4,1703.722002635046,914
09,2023,Tous,T5+,1470.5882352941176,697
09,2023,Tous,Tous,1681.3673052611107,3318
10,2023,Appartement,Studio,2769.230769230769,373
10,2023,Appartement,T2,2120.677102293411,560
10,2023,Appartement,T3,1687.5,507
10,2023,Appartement,T4,1523.0071843995895,324
10,2023,Appartement,T5+,1571.4285714285713,81
10,2023,Appartement,Tous,1855.7692307692307,1847
10,2023,Maison,Studio,1505.0857843137255,84
10,2023,Maison,T2,1664.102564102564,234
10,2023,Maison,T3,1571.9207579672698,624
10,2023,Maison,T4,1691.1764705882354,955
10,2023,Maison,T5+,1577.142857142857,1065
10,2023,Maison,Tous,1630.9185959671395,2970
10,2023,Tous,Studio,2500.0,457
10,2023,Tous,T2,1973.3893557422969,794
10,2023,Tous,T3,1637.9310344827586,1131
10,2023,Tous,T4,1638.2978723404256,1279
10,2023,Tous,T5+,1575.0728076798619,1146
10,2023,Tous,Tous,1712.7659574468084,4817
11,2023,Appartement,Studio,3233.3333333333335,611
11,2023,Appartement,T2,2851.8518518518517,1339
11,2023,Appartement,T3,2220.089285714286,914
11,2023,Appartement,T4,1720.7231040564375,294
11,2023,Appartement,T5+,1566.2650602409637,107
11,2023,Appartement,Tous,2585.2382797365362,3272
11,2023,Maison,Studio,1840.0,154
11,2023,Maison,T2,1850.925925925926,624
11,2023,Maison,T3,1857.142857142857,1357
11,2023,Maison,T4,2031.2287037037036,2014
11,2023,Maison,T5+,1741.5034562211981,1784
11,2023,Maison,Tous,1875.0,5941
11,2023,Tous,Studio,3000.0,765
11,2023,Tous,T2,2679.6296296296296,1963
11,2023,Tous,T3,2039.2156862745098,2271
11,2023,Tous,T4,1994.3796921921921,2308
11,2023,Tous,T5+,1736.142857142857,1891
11,2023,Tous,Tous,2075.2542372881358,9213
12,2023,Appartement,Studio,2693.75,281
12,2023,Appartement,T2,2314.3841515934537,658
12,2023,Appartement,T3,1909.090909090909,617
12,2023,Appartement,T4,1779.4117647058824,309
12,2023,Appartement,T5+,1629.878048780488,107
12,2023,Appartement,Tous,2036.590807675145,1978
12,2023,Maison,Studio,1615.3846153846155,169
12,2023,Maison,T2,1408.1632653061224,371
12,2023,Maison,T3,1571.4285714285713,715
12,2023,Maison,T4,1714.2857142857142,1023
12,2023,Maison,T5+,1579.4392523364486,1046
12,2023,Maison,Tous,1609.090909090909,3333
12,2023,Tous,Studio,2344.951923076923,450
12,2023,Tous,T2,2018.2692307692307,1029
12,2023,Tous,T3,1785.5238095238096,1332
12,2023,Tous,T4,1725.4738788719371,1332
12,2023,Tous,T5+,1579.4392523364486,1153
12,2023,Tous,Tous,1779.3333333333333,5311
13,2023,Appartement,Studio,4548.0,3625
13,2023,Appartement,T2,4038.4615384615386,5563
13,2023,Appartement,T3,3359.375,6961
13,2023,Appartement,T4,2972.972972972973,3751
13,2023,Appartement,T5+,3025.0,1007
13,2023,Appartement,Tous,3632.9113924050635,20945
13,2023,Maison,Studio,5250.0,229
13,2023,Maison,T2,5366.666666666667,693
13,2023,Maison,T3,4621.848739495798,2033
13,2023,Maison,T4,4407.35294117647,3509
13,2023,Maison,T5+,4615.073529411765,3121
13,2023,Maison,Tous,4555.555555555556,9595
13,2023,Tous,Studio,4571.428571428572,3854
13,2023,Tous,T2,4111.111111111111,6256
13,2023,Tous,T3,3604.2241379310344,8994
13,2023,Tous,T4,3720.999467424108,7260
13,2023,Tous,T5+,4242.723214285714,4128
13,2023,Tous,Tous,3928.5714285714284,30540
14,2023,Appartement,Studio,3936.304347826087,1187
14,2023,Appartement,T2,3676.495016611296,2220
14,2023,Appartement,T3,2983.8709677419356,1375
14,2023,Appartement,T4,2532.291666666667,516
14,2023,Appartement,T5+,2461.5384615384614,203
14,2023,Appartement,Tous,3416.6666666666665,5511
14,2023,Maison,Studio,3444.4444444444443,251
14,2023,Maison,T2,2520.0,665
14,2023,Maison,T3,2437.5,1715
14,2023,Maison,T4,2380.9523809523807,2567
14,2023,Maison,T5+,2348.987570168404,4246
14,2023,Maison,Tous,2393.389707219494,9448
14,2023,Tous,Studio,3911.067193675889,1438
14,2023,Tous,T2,3516.6666666666665,2885
14,2023,Tous,T3,2685.185185185185,3090
14,2023,Tous,T4,2415.3846153846152,3083
14,2023,Tous,T5+,2353.3333333333335,4449
14,2023,Tous,Tous,2686.5671641791046,14959
15,2023,Appartement,Studio,2000.0,161
15,2023,Appartement,T2,1608.8235294117649,244
15,2023,Appartement,T3,1405.5401002506267,264
15,2023,Appartement,T4,1333.3333333333333,155
15,2023,Appartement,T5+,1147.4921630094043,60
15,2023,Appartement,Tous,1500.0,885
15,2023,Maison,Studio,1650.0,93
15,2023,Maison,T2,1071.4285714285713,161
15,2023,Maison,T3,1425.128205128205,398
15,2023,Maison,T4,1509.1402714932126,520
15,2023,Maison,T5+,1322.314049586777,579
15,2023,Maison,Tous,1388.0092592592591,1758
15,2023,Tous,Studio,1785.7142857142858,254
15,2023,Tous,T2,1442.857142857143,405
15,2023,Tous,T3,1411.3997113997114,662
15,2023,Tous,T4,1473.6842105263158,675
15,2023,Tous,T5+,1294.1176470588234,639
15,2023,Tous,Tous,1437.5,2643
16,2023,Appartement,Studio,4500.0,229
16,2023,Appartement,T2,2354.1666666666665,375
16,2023,Appartement,T3,1858.7730414746543,266
16,2023,Appartement,T4,1529.2066666666667,110
16,2023,Appartement,T5+,1536.0983102918588,27
16,2023,Appartement,Tous,2331.666666666667,1012
16,2023,Maison,Studio,1927.6541095890411,238
16,2023,Maison,T2,1494.7222222222222,538
16,2023,Maison,T3,1516.3934426229507,1333
16,2023,Maison,T4,1623.4574468085107,1932
16,2023,Maison,T5+,1544.9350067234423,1814
16,2023,Maison,Tous,1563.516865079365,5864
16,2023,Tous,Studio,2994.3478260869565,467
16,2023,Tous,T2,1871.7948717948718,913
16,2023,Tous,T3,1583.3333333333333,1599
16,2023,Tous,T4,1622.514619883041,2042
16,2023,Tous,T5+,1543.4782608695652,1841
16,2023,Tous,Tous,1629.6296296296296,6876
17,2023,Appartement,Studio,5172.413793103448,825
17,2023,Appartement,T2,4425.0,1296
17,2023,Appartement,T3,3696.0,841
17,2023,Appartement,T4,3312.824314306894,344
17,2023,Appartement,T5+,3421.757518081462,72
17,2023,Appartement,Tous,4250.0,3380
17,2023,Maison,Studio,3550.5093378607808,376
17,2023,Maison,T2,3175.5368814192343,948
17,2023,Maison,T3,2875.0,2612
17,2023,Maison,T4,2610.5263157894738,3751
17,2023,Maison,T5+,2453.0178571428573,3039
17,2023,Maison,Tous,2655.8756038647343,10760
17,2023,Tous,Studio,4868.421052631579,1201
17,2023,Tous,T2,4023.927280939476,2244
17,2023,Tous,T3,3037.5,3453
17,2023,Tous,T4,2650.602409638554,4095
17,2023,Tous,T5+,2471.9101123595506,3111
17,2023,Tous,Tous,2957.511283043198,14140
18,2023,Appartement,Studio,2583.3333333333335,279
18,2023,Appartement,T2,1956.5826330532213,420
18,2023,Appartement,T3,1598.076923076923,374
18,2023,Appartement,T4,1260.0,155
18,2023,Appartement,T5+,1505.7471264367816,41
18,2023,Appartement,Tous,1826.5151515151515,1275
18,2023,Maison,Studio,1366.6666666666667,231
18,2023,Maison,T2,1210.533515731874,536
18,2023,Maison,T3,1150.0,1113
18,2023,Maison,T4,1358.0246913580247,1441
18,2023,Maison,T5+,1329.5454545454545,1414
18,2023,Maison,Tous,1276.595744680851,4753
18,2023,Tous,Studio,1963.6243386243386,510
18,2023,Tous,T2,1470.9975714552588,956
18,2023,Tous,T3,1238.532110091743,1487
18,2023,Tous,T4,1349.1989164086688,1596
18,2023,Tous,T5+,1331.7307692307693,1455
18,2023,Tous,Tous,1357.142857142857,6028
19,2023,Appartement,Studio,2647.0588235294117,201
19,2023,Appartement,T2,1744.1860465116279,403
19,2023,Appartement,T3,1634.6153846153845,397
19,2023,Appartement,T4,1444.4444444444443,221
19,2023,Appartement,T5+,1192.3076923076924,53
19,2023,Appartement,Tous,1702.127659574468,1277
19,2023,Maison,Studio,1655.9139784946237,120
19,2023,Maison,T2,1521.7391304347825,317
19,2023,Maison,T3,1559.3085106382978,854
19,2023,Maison,T4,1639.344262295082,1179
19,2023,Maison,T5+,1436.9086021505377,1164
19,2023,Maison,Tous,1541.6666666666667,3643
19,2023,Tous,Studio,2250.0,321
19,2023,Tous,T2,1670.5426356589146,720
19,2023,Tous,T3,1586.4754098360656,1251
19,2023,Tous,T4,1617.334167709637,1400
19,2023,Tous,T5+,1433.1210191082803,1217
19,2023,Tous,Tous,1574.537037037037,4920
21,2023,Appartement,Studio,3270.2702702702704,877
21,2023,Appartement,T2,2866.0256410256407,1268
21,2023,Appartement,T3,2580.7273158019425,1346
21,2023,Appartement,T4,2247.581623931624,846
21,2023,Appartement,T5+,2004.9019607843138,264
21,2023,Appartement,Tous,2704.4466403162055,4610
21,2023,Maison,Studio,2316.008316008316,164
21,2023,Maison,T2,1833.3333333333333,344
21,2023,Maison,T3,1840.0,800
21,2023,Maison,T4,2261.039886039886,1296
21,2023,Maison,T5+,2182.2695035460993,1863
21,2023,Maison,Tous,2121.72131147541,4477
21,2023,Tous,Studio,3205.8823529411766,1041
21,2023,Tous,T2,2721.1111111111113,1612
21,2023,Tous,T3,2375.0,2146
21,2023,Tous,T4,2251.3736263736264,2142
21,2023,Tous,T5+,2161.9753086419755,2127
21,2023,Tous,Tous,2435.897435897436,9087
22,2023,Appartement,Studio,5227.743271221532,528
22,2023,Appartement,T2,2857.1428571428573,905
22,2023,Appartement,T3,2286.607142857143,650
22,2023,Appartement,T4,1747.6,307
22,2023,Appartement,T5+,1722.2222222222222,83
22,2023,Appartement,Tous,2639.4792067770504,2476
22,2023,Maison,Studio,2285.714285714286,596
22,2023,Maison,T2,1888.888888888889,1019
22,2023,Maison,T3,1970.8333333333333,2297
22,2023,Maison,T4,2000.0,2940
22,2023,Maison,T5+,1963.1901840490798,4204
22,2023,Maison,Tous,1981.7627494456763,11084
22,2023,Tous,Studio,3250.0,1124
22,2023,Tous,T2,2379.3650793650795,1924
22,2023,Tous,T3,2063.4920634920636,2947
22,2023,Tous,T4,1985.3333333333333,3247
22,2023,Tous,T5+,1960.0,4287
22,2023,Tous,Tous,2075.4716981132074,13560
23,2023,Appartement,Studio,4000.0,87
23,2023,Appartement,T2,2000.0,107
23,2023,Appartement,T3,1296.4912280701753,159
23,2023,Appartement,T4,1000.8295454545455,52
23,2023,Appartement,T5+,907.9690721649484,17
23,2023,Appartement,Tous,1500.0,423
23,2023,Maison,Studio,1034.4827586206898,139
23,2023,Maison,T2,885.7142857142857,265
23,2023,Maison,T3,1000.0,578
23,2023,Maison,T4,1031.25,665
23,2023,Maison,T5+,944.25,613
23,2023,Maison,Tous,986.2432432432432,2274
23,2023,Tous,Studio,1354.2471042471043,226
23,2023,Tous,T2,1049.1935483870968,372
23,2023,Tous,T3,1073.5294117647059,737
23,2023,Tous,T4,1027.3972602739725,717
23,2023,Tous,T5+,944.1860687022901,630
23,2023,Tous,Tous,1034.4827586206898,2697
24,2023,Appartement,Studio,4444.444444444444,327
24,2023,Appartement,T2,1836.4035087719299,546
24,2023,Appartement,T3,1901.0714285714284,504
24,2023,Appartement,T4,1780.9568480300188,180
24,2023,Appartement,T5+,1720.3344120819847,58
24,2023,Appartement,Tous,2014.953478068232,1618
24,2023,Maison,Studio,2655.9375,371
24,2023,Maison,T2,2097.739583333333,822
24,2023,Maison,T3,1806.8181818181818,1961
24,2023,Maison,T4,1824.3243243243244,2767
24,2023,Maison,T5+,1735.6483516483515,2717
24,2023,Maison,Tous,1818.1818181818182,8657
24,2023,Tous,Studio,3157.8947368421054,698
24,2023,Tous,T2,1955.285904255319,1368
24,2023,Tous,T3,1828.0,2465
24,2023,Tous,T4,1822.2222222222222,2947
24,2023,Tous,T5+,1732.9545454545455,2775
24,2023,Tous,Tous,1837.2727272727273,10275
25,2023,Appartement,Studio,2883.9285714285716,759
25,2023,Appartement,T2,2571.4285714285716,1137
25,2023,Appartement,T3,2218.181818181818,1517
25,2023,Appartement,T4,2225.553995006242,1486
25,2023,Appartement,T5+,5107.692307692308,688
25,2023,Appartement,Tous,2473.684210526316,5611
25,2023,Maison,Studio,2610.617283950617,47
25,2023,Maison,T2,2390.4761904761904,156
25,2023,Maison,T3,2120.72192513369,474
25,2023,Maison,T4,2092.1052631578946,1100
25,2023,Maison,T5+,2057.526978417266,1742
25,2023,Maison,Tous,2084.3528368794327,3522
25,2023,Tous,Studio,2870.9649122807014,806
25,2023,Tous,T2,2570.8333333333335,1293
25,2023,Tous,T3,2178.5897435897436,1991
25,2023,Tous,T4,2152.0057502738227,2586
25,2023,Tous,T5+,2177.9736842105262,2430
25,2023,Tous,Tous,2298.6206896551726,9133
26,2023,Appartement,Studio,2798.4375,486
26,2023,Appartement,T2,2618.3971447112262,876
26,2023,Appartement,T3,2131.3817748659917,1170
26,2023,Appartement,T4,1785.5654761904761,734
26,2023,Appartement,T5+,1686.9565217391305,172
26,2023,Appartement,Tous,2188.8394062078273,3448
26,2023,Maison,Studio,4680.0,114
26,2023,Maison,T2,2700.0,301
26,2023,Maison,T3,2628.490990990991,830
26,2023,Maison,T4,2702.7027027027025,1842
26,2023,Maison,T5+,2570.3125,1806
26,2023,Maison,Tous,2645.1612903225805,4899
26,2023,Tous,Studio,2955.5263157894738,600
26,2023,Tous,T2,2631.5789473684213,1177
26,2023,Tous,T3,2363.2084529505582,2000
26,2023,Tous,T4,2451.3763297872338,2576
26,2023,Tous,T5+,2516.060606060606,1978
26,2023,Tous,Tous,2500.0,8347
27,2023,Appartement,Studio,3083.3333333333335,367
27,2023,Appartement,T2,2559.5238095238096,561
27,2023,Appartement,T3,2113.897126969416,474
27,2023,Appartement,T4,1843.3734939759036,199
27,2023,Appartement,T5+,1873.233014135887,76
27,2023,Appartement,Tous,2318.792995622264,1680
27,2023,Maison,Studio,3227.142857142857,196
27,2023,Maison,T2,2420.6349206349205,686
27,2023,Maison,T3,2194.139839034205,1718
27,2023,Maison,T4,2076.923076923077,2851
27,2023,Maison,T5+,1950.9475939353988,3566
27,2023,Maison,Tous,2065.217391304348,9020
27,2023,Tous,Studio,3137.6923076923076,563
27,2023,Tous,T2,2465.909090909091,1247
27,2023,Tous,T3,2175.3246753246754,2192
27,2023,Tous,T4,2067.424242424242,3050
27,2023,Tous,T5+,1949.7474747474748,3642
27,2023,Tous,Tous,2086.3309352517986,10700
28,2023,Appartement,Studio,2764.705882352941,297
28,2023,Appartement,T2,2677.8273809523807,482
28,2023,Appartement,T3,2207.142857142857,420
28,2023,Appartement,T4,1819.2771084337348,203
28,2023,Appartement,T5+,1974.025974025974,75
28,2023,Appartement,Tous,2422.222222222222,1479
28,2023,Maison,Studio,2895.5555555555557,201
28,2023,Maison,T2,2085.1063829787236,507
28,2023,Maison,T3,1930.0,1113
28,2023,Maison,T4,1909.0035481963337,1640
28,2023,Maison,T5+,1918.5314685314686,2293
28,2023,Maison,Tous,1937.984496124031,5760
28,2023,Tous,Studio,2777.777777777778,498
28,2023,Tous,T2,2400.0,989
28,2023,Tous,T3,2000.0,1533
28,2023,Tous,T4,1896.551724137931,1843
28,2023,Tous,T5+,1918.8616938616938,2368
28,2023,Tous,Tous,2020.446153846154,7239
29,2023,Appartement,Studio,3230.15873015873,878
29,2023,Appartement,T2,2600.0,1563
29,2023,Appartement,T3,2233.129528985507,1564
29,2023,Appartement,T4,1909.384164222874,874
29,2023,Appartement,T5+,1729.6927179633053,284
29,2023,Appartement,Tous,2354.1666666666665,5171
29,2023,Maison,Studio,3190.235162601626,322
29,2023,Maison,T2,2500.0,680
29,2023,Maison,T3,2285.714285714286,2011
29,2023,Maison,T4,2315.76052796983,2838
29,2023,Maison,T5+,2170.3703703703704,5929
29,2023,Maison,Tous,2247.191011235955,11790
29,2023,Tous,Studio,3214.285714285714,1200
29,2023,Tous,T2,2565.909090909091,2243
29,2023,Tous,T3,2264.1509433962265,3575
29,2023,Tous,T4,2193.105158730159,3712
29,2023,Tous,T5+,2149.122807017544,6213
29,2023,Tous,Tous,2278.3505154639174,16961
2A,2023,Appartement,Studio,4864.516129032258,220
2A,2023,Appartement,T2,4616.363636363636,398
2A,2023,Appartement,T3,3811.5942028985505,471
2A,2023,Appartement,T4,3264.3172514619882,274
2A,2023,Appartement,T5+,3502.6283240568955,78
2A,2023,Appartement,Tous,4061.1645299145302,1446
2A,2023,Maison,Studio,3428.5714285714284,41
2A,2023,Maison,T2,5937.5,81
2A,2023,Maison,T3,4599.393939393939,195
2A,2023,Maison,T4,5240.820833333333,290
2A,2023,Maison,T5+,5453.479166666667,273
2A,2023,Maison,Tous,5200.0,881
2A,2023,Tous,Studio,4750.0,261
2A,2023,Tous,T2,4739.130434782609,479
2A,2023,Tous,T3,4067.588932806324,666
2A,2023,Tous,T4,4005.208333333333,564
2A,2023,Tous,T5+,4906.25,351
2A,2023,Tous,Tous,4431.818181818182,2327
2B,2023,Appartement,Studio,3651.5151515151515,322
2B,2023,Appartement,T2,3441.35,461
2B,2023,Appartement,T3,3142.8571428571427,481
2B,2023,Appartement,T4,2873.477681545636,242
2B,2023,Appartement,T5+,2651.7038007863694,80
2B,2023,Appartement,Tous,3288.7640449438204,1593
2B,2023,Maison,Studio,3699.404761904762,52
2B,2023,Maison,T2,3608.156737305078,114
2B,2023,Maison,T3,3310.810810810811,229
2B,2023,Maison,T4,3507.5714285714284,262
2B,2023,Maison,T5+,3191.5177083333333,230
2B,2023,Maison,Tous,3384.11620294599,888
2B,2023,Tous,Studio,3651.5151515151515,374
2B,2023,Tous,T2,3471.4285714285716,575
2B,2023,Tous,T3,3187.1795058139533,710
2B,2023,Tous,T4,3211.646136618141,504
2B,2023,Tous,T5+,3003.623188405797,310
2B,2023,Tous,Tous,3318.8,2481
30,2023,Appartement,Studio,3896.1309523809523,1172
30,2023,Appartement,T2,3106.7796610169494,1905
30,2023,Appartement,T3,2460.3174603174602,1781
30,2023,Appartement,T4,1876.7123287671234,968
30,2023,Appartement,T5+,1711.3095238095239,266
30,2023,Appartement,Tous,2674.849397590361,6110
30,2023,Maison,Studio,3505.1724137931033,256
30,2023,Maison,T2,2705.8823529411766,618
30,2023,Maison,T3,2654.320987654321,1627
30,2023,Maison,T4,2854.01185770751,2884
30,2023,Maison,T5+,2647.7678571428573,2243
30,2023,Maison,Tous,2743.798066359042,7642
30,2023,Tous,Studio,3800.0,1428
30,2023,Tous,T2,2990.3846153846152,2523
30,2023,Tous,T3,2552.777777777778,3408
30,2023,Tous,T4,2673.4694649272074,3852
30,2023,Tous,T5+,2583.168316831683,2509
30,2023,Tous,Tous,2719.6875,13752
31,2023,Appartement,Studio,4129.032258064516,1688
31,2023,Appartement,T2,3011.953125,3660
31,2023,Appartement,T3,2888.095238095238,3771
31,2023,Appartement,T4,2772.1518987341774,1643
31,2023,Appartement,T5+,2858.490566037736,439
31,2023,Appartement,Tous,3066.153846153846,11214
31,2023,Maison,Studio,3000.933308237656,144
31,2023,Maison,T2,2811.4583333333335,417
31,2023,Maison,T3,2655.0,1627
31,2023,Maison,T4,2940.8602150537636,4001
31,2023,Maison,T5+,2817.2576127225084,3862
31,2023,Maison,Tous,2857.1428571428573,10060
31,2023,Tous,Studio,4109.677419354839,1832
31,2023,Tous,T2,3000.0,4077
31,2023,Tous,T3,2827.5862068965516,5398
31,2023,Tous,T4,2902.074213049823,5644
31,2023,Tous,T5+,2818.181818181818,4301
31,2023,Tous,Tous,2955.456349206349,21274
32,2023,Appartement,Studio,2699.722222222222,174
32,2023,Appartement,T2,2028.7142857142858,257
32,2023,Appartement,T3,1774.8245614035086,196
32,2023,Appartement,T4,1690.2281746031745,70
32,2023,Appartement,T5+,1240.0,29
32,2023,Appartement,Tous,1903.225806451613,729
32,2023,Maison,Studio,2315.7894736842104,63
32,2023,Maison,T2,1720.4326923076924,196
32,2023,Maison,T3,1701.25,629
32,2023,Maison,T4,1781.5126050420167,946
32,2023,Maison,T5+,1590.5251490312967,962
32,2023,Maison,Tous,1694.188954120461,2802
32,2023,Tous,Studio,2385.0,237
32,2023,Tous,T2,1906.25,453
32,2023,Tous,T3,1715.0,825
32,2023,Tous,T4,1775.1551553205552,1016
32,2023,Tous,T5+,1583.3333333333333,991
32,2023,Tous,Tous,1744.1860465116279,3531
33,2023,Appartement,Studio,5073.809523809524,1759
33,2023,Appartement,T2,4186.046511627907,3822
33,2023,Appartement,T3,3701.492537313433,3025
33,2023,Appartement,T4,3420.9225171232874,1320
33,2023,Appartement,T5+,3138.2978723404253,405
33,2023,Appartement,Tous,4046.3327370304114,10340
33,2023,Maison,Studio,4436.931818181818,378
33,2023,Maison,T2,3734.3137254901962,1070
33,2023,Maison,T3,3333.3333333333335,3190
33,2023,Maison,T4,3293.776219512195,5938
33,2023,Maison,T5+,3207.655172413793,5471
33,2023,Maison,Tous,3294.285714285714,16056
33,2023,Tous,Studio,5000.0,2137
33,2023,Tous,T2,4153.667262969589,4892
33,2023,Tous,T3,3571.4285714285716,6215
33,2023,Tous,T4,3333.3333333333335,7258
33,2023,Tous,T5+,3200.8579119850187,5876
33,2023,Tous,Tous,3652.7448210922785,26396
34,2023,Appartement,Studio,4197.5,3327
34,2023,Appartement,T2,3750.0,4841
34,2023,Appartement,T3,3303.5714285714284,3959
34,2023,Appartement,T4,2615.850844277674,1710
34,2023,Appartement,T5+,2644.4222370271673,486
34,2023,Appartement,Tous,3587.129054520359,14348
34,2023,Maison,Studio,2845.2380952380954,324
34,2023,Maison,T2,3188.3555555555554,953
34,2023,Maison,T3,2916.6666666666665,2313
34,2023,Maison,T4,3246.701058919359,3932
34,2023,Maison,T5+,3187.1647509578543,3134
34,2023,Maison,Tous,3142.8571428571427,10668
34,2023,Tous,Studio,4145.0,3651
34,2023,Tous,T2,3679.6226415094343,5794
34,2023,Tous,T3,3136.681818181818,6272
34,2023,Tous,T4,3084.8257115446113,5642
34,2023,Tous,T5+,3132.336448598131,3620
34,2023,Tous,Tous,3400.0,25016
35,2023,Appartement,Studio,4642.857142857143,1116
35,2023,Appartement,T2,3662.7906976744184,1995
35,2023,Appartement,T3,3210.201429499675,1942
35,2023,Appartement,T4,3078.048780487805,1015
35,2023,Appartement,T5+,3205.128205128205,331
35,2023,Appartement,Tous,3524.590163934426,6405
35,2023,Maison,Studio,2529.4117647058824,526
35,2023,Maison,T2,2222.222222222222,807
35,2023,Maison,T3,2242.762613730356,1646
